"MOD_NAME","ITM_NAME","PAG_NAME","DSCR","ITM_TYPE","FLD_LEN","DECML","ITM_REQUIRED","ITM_UNIQUE"
"LINEORNT","BJLOT4","BENTONEV","Benton Test Item 4","NUMBER","12","0","False","False"
"LINEORNT","BJLOT5","BENTONOD","Benton Test Item 5","NUMBER","12","0","False","False"
"LINEORNT","BJLOT6","BENTONEV","Benton Test Item 6","NUMBER","12","0","False","False"
"LINEORNT","BJLOT7","BENTONOD","Benton Test Item 7","NUMBER","12","0","False","False"
"LINEORNT","BJLOT8","BENTONEV","Benton Test Item 8","NUMBER","12","0","False","False"
"LINEORNT","BJLOT9","BENTONOD","Benton Test Item 9","NUMBER","12","0","False","False"
"LINEORNT","CNO","LINEORNT","Site Number","NUMBER","12","0","True","False"
"LINEORNT","DVS_JLO_MSSA","","Derived-MOANS (Age)","NUMBER","8","0","",""
"LINEORNT","DVS_JLO_MSSAE","","Derived-MOANS (Age and Education)","NUMBER","8","2","",""
"LINEORNT","EVENT_ID","LINEORNT","Visit ID","CHAR","3","","True","False"
"LINEORNT","INFODT","LINEORNT","Assessment Date","DATE","","","True","False"
"LINEORNT","JLO_TOTCALC","","Line Orientation-Sum 15 item X2","NUMBER","8","0","",""
"LINEORNT","JLO_TOTRAW","","Line Orientation-Sum 15 item","NUMBER","8","0","",""
"LINEORNT","LAST_UPDATE","LINEORNT","Date of most recent update to record","DATE","","","True","False"
"LINEORNT","ORIG_ENTRY","LINEORNT","Date of original data entry","DATE","","","True","False"
"LINEORNT","PAG_NAME","LINEORNT","Page Name","CHAR","12","","True","False"
"LINEORNT","PATNO","LINEORNT","Participant ID","NUMBER","18","0","True","False"
"LINEORNT","QUERY","LINEORNT","Any open/pending queries on this record","NUMBER","1","","False","False"
"LINEORNT","REC_ID","LINEORNT","Record ID","CHAR","36","","True","True"
"LNSPD","","LNSPD","Letter - Number Sequencing","","","","",""
"LNSPD","AGE_ASSESS_LNS","","Age at Assessment - LNS","NUMBER","8","0","",""
"LNSPD","CNO","LNSPD","Site Number","NUMBER","12","0","True","False"
"LNSPD","DVS_LNS","","Derived-LNS Scaled Score","NUMBER","8","0","",""
"LNSPD","EVENT_ID","LNSPD","Visit ID","CHAR","3","","True","False"
"LNSPD","INFODT","LNSPD","Assessment Date","DATE","","","True","False"
"LNSPD","LAST_UPDATE","LNSPD","Date of most recent update to record","DATE","","","True","False"
"LNSPD","LNS1A","LNSPD","Trial 1a","NUMBER","12","0","False","False"
"LNSPD","LNS1B","LNSPD","Trial 1b","NUMBER","12","0","False","False"
"LNSPD","LNS1C","LNSPD","Trial 1c","NUMBER","12","0","False","False"
"LNSPD","LNS2A","LNSPD","Trial 2a","NUMBER","12","0","False","False"
"LNSPD","LNS2B","LNSPD","Trial 2b","NUMBER","12","0","False","False"
"LNSPD","LNS2C","LNSPD","Trial 2c","NUMBER","12","0","False","False"
"LNSPD","LNS3A","LNSPD","Trial 3a","NUMBER","12","0","False","False"
"LNSPD","LNS3B","LNSPD","Trial 3b","NUMBER","12","0","False","False"
"LNSPD","LNS3C","LNSPD","Trial 3c","NUMBER","12","0","False","False"
"LNSPD","LNS4A","LNSPD","Trial 4a","NUMBER","12","0","False","False"
"LNSPD","LNS4B","LNSPD","Trial 4b","NUMBER","12","0","False","False"
"LNSPD","LNS4C","LNSPD","Trial 4c","NUMBER","12","0","False","False"
"LNSPD","LNS5A","LNSPD","Trial 5a","NUMBER","12","0","False","False"
"LNSPD","LNS5B","LNSPD","Trial 5b","NUMBER","12","0","False","False"
"LNSPD","LNS5C","LNSPD","Trial 5c","NUMBER","12","0","False","False"
"LNSPD","LNS6A","LNSPD","Trial 6a","NUMBER","12","0","False","False"
"LNSPD","LNS6B","LNSPD","Trial 6b","NUMBER","12","0","False","False"
"LNSPD","LNS6C","LNSPD","Trial 6c","NUMBER","12","0","False","False"
"LNSPD","LNS7A","LNSPD","Trial 7a","NUMBER","12","0","False","False"
"LNSPD","LNS7B","LNSPD","Trial 7b","NUMBER","12","0","False","False"
"LNSPD","LNS7C","LNSPD","Trial 7c","NUMBER","12","0","False","False"
"LNSPD","LNS_TOTRAW","","LNS-Sum questions 1-7","NUMBER","8","0","",""
"LNSPD","ORIG_ENTRY","LNSPD","Date of original data entry","DATE","","","True","False"
"LNSPD","PAG_NAME","LNSPD","Page Name","CHAR","12","","True","False"
"LNSPD","PATNO","LNSPD","Participant ID","NUMBER","18","0","True","False"
"LNSPD","QUERY","LNSPD","Any open/pending queries on this record","NUMBER","1","","False","False"
"LNSPD","REC_ID","LNSPD","Record ID","CHAR","36","","True","True"
"LUMBAR","","LUMBAR","Lumbar Puncture","","","","",""
"LUMBAR","CNO","LUMBAR","Site Number","NUMBER","12","0","True","False"
"LUMBAR","CSFALQN","LUMBAR","Number of aliquot tubes","NUMBER","12","0","False","False"
"LUMBAR","CSFALQTM","LUMBAR","Time CSF aliquotted","TIME","","","False","False"
"LUMBAR","CSFCFRG","LUMBAR","CSF spin temperature (Celsius)","NUMBER","12","0","False","False"
"LUMBAR","CSFCOLL","LUMBAR","Lumbar puncture for CSF","NUMBER","12","0","False","False"
"LUMBAR","CSFDT","","Date CSF collected","DATE","","","",""
"LUMBAR","CSFFFTM","LUMBAR","Time CSF was either placed in freezer or placed on dry ice","TIME","","","False","False"
"LUMBAR","CSFMETHD","LUMBAR","Method used for CSF","NUMBER","12","0","False","False"
"LUMBAR","CSFNEEDL","LUMBAR","Needle used for CSF","NUMBER","12","0","False","False"
"LUMBAR","CSFNEEDLCM","LUMBAR","Other needle used for CSF comment","CHAR","","","False","False"
"LUMBAR","CSFSPNDR","LUMBAR","Duration of CSF centrifugation (minutes)","NUMBER","12","0","False","False"
"LUMBAR","CSFSPNRT","LUMBAR","CSF spin rate (xg)","NUMBER","12","0","False","False"
"LUMBAR","CSFSPNTM","LUMBAR","Time CSF centrifuge","TIME","","","False","False"
"LUMBAR","CSFST","LUMBAR","CSF storage","NUMBER","12","0","False","False"
"LUMBAR","CSFSTTMP","LUMBAR","CSF freezer temp (Celsius)","NUMBER","12","0","False","False"
"LUMBAR","CSFTM","LUMBAR","Time CSF collected","TIME","","","False","False"
"LUMBAR","CSFVAFT","LUMBAR","Volume of CSF aliquotted (milliliters)","NUMBER","12","0","False","False"
"LUMBAR","CSFVPRI","LUMBAR","Volume of CSF collected (milliliters)","NUMBER","12","0","False","False"
"LUMBAR","EVENT_ID","LUMBAR","Visit ID","CHAR","3","","True","False"
"LUMBAR","FASTSTAT","LUMBAR","Fasting Status","NUMBER","12","0","False","False"
"LUMBAR","FLUORO","LUMBAR","Was fluoroscopy performed","NUMBER","1","","False","False"
"LUMBAR","FLUORODT","LUMBAR","Date of fluoroscopy","DATE","","","False","False"
"LUMBAR","INFODT","LUMBAR","Assessment Date","DATE","","","True","False"
"LUMBAR","LAST_UPDATE","LUMBAR","Date of most recent update to record","DATE","","","True","False"
"LUMBAR","LMDT","LUMBAR","Date of last intake of food","DATE","","","False","False"
"LUMBAR","LMTM","LUMBAR","Time of last intake of food","TIME","","","False","False"
"LUMBAR","LPNDRSN","LUMBAR","Lumbar puncture not done reason","NUMBER","12","0","False","False"
"LUMBAR","LPNDRSNCM","LUMBAR","Other lumbar puncture not done reason comment","CHAR","","","False","False"
"LUMBAR","LPPOSITN","LUMBAR","Lumbar puncture position","NUMBER","12","0","False","False"
"LUMBAR","LPPOSITNCM","LUMBAR","Other lumbar puncture position comment","CHAR","","","False","False"
"LUMBAR","LPSITE","LUMBAR","Lumbar puncture site","NUMBER","12","0","False","False"
"LUMBAR","ORIG_ENTRY","LUMBAR","Date of original data entry","DATE","","","True","False"
"LUMBAR","PAG_NAME","LUMBAR","Page Name","CHAR","12","","True","False"
"LUMBAR","PATNO","LUMBAR","Participant ID","NUMBER","18","0","True","False"
"LUMBAR","PDMEDDT","LUMBAR","Date of most recent PD med dose","DATE","","","False","False"
"LUMBAR","PDMEDTM","LUMBAR","Time of most recent PD med dose","TIME","","","False","False"
"LUMBAR","PDMEDYN","LUMBAR","Is subject on medication for PD","NUMBER","1","","False","False"
"LUMBAR","QUERY","LUMBAR","Any open/pending queries on this record","NUMBER","1","","False","False"
"LUMBAR","RBCRSLT","LUMBAR","Red blood cell count (per cubic microliter)","NUMBER","18","8","False","False"
"LUMBAR","RBCUNITB","","Red blood cell count units-mm3 mcL L oth","CHAR","1","","",""
"LUMBAR","REC_ID","LUMBAR","Record ID","CHAR","36","","True","True"
"LUMBAR","SMPDSCRD","LUMBAR","Bloody tap","NUMBER","1","","False","False"
"LUMBAR","SMPLOCAL","LUMBAR","Sample sent to local lab","NUMBER","12","0","False","False"
"LUMBAR","SMPLOCALCM","LUMBAR","Sample not sent to local lab comment","CHAR","","","False","False"
"LUMBAR","SPFGUIDE","LUMBAR","Reason for use of additional guidance","NUMBER","12","0","False","False"
"LUMBAR","SPFI","LUMBAR","Was lumbar spine film performed","NUMBER","1","","False","False"
"LUMBAR","SPFIDT","LUMBAR","Date of spine film","DATE","","","False","False"
"LUMBAR","TGLCRSLT","LUMBAR","Total glucose (mg/dL)","NUMBER","18","8","False","False"
"LUMBAR","TGLCUNIT","","Total glucose units","CHAR","8","","",""
"LUMBAR","TOPRRSLT","LUMBAR","Total protein (mg/dL)","NUMBER","18","8","False","False"
"LUMBAR","TOPRUNIT","","Total protein units","CHAR","8","","",""
"LUMBAR","WBCRSLT","LUMBAR","White blood cell count (per cubic microliter)","NUMBER","18","8","False","False"
"LUMBAR","WBCUNITB","","Wht blood cell count units-mm3 mcL L oth","CHAR","1","","",""
"MHXGEN","","MHXGEN","Medical Conditions Log","","","","",""
"MHXGEN","CNO","MHXGEN","Site Number","NUMBER","12","0","True","False"
"MHXGEN","EVENT_ID","MHXGEN","Visit ID","CHAR","3","","True","False"
"MHXGEN","INFODT","MHXGEN","Assessment Date","DATE","","","True","False"
"MHXGEN","LAST_UPDATE","MHXGEN","Date of most recent update to record","DATE","","","True","False"
"MHXGEN","MHCAT","MHXGEN","Medical History Category","CHAR","5","","False","False"
"MHXGEN","MHDIAGDT","MHXGEN","Date of Diagnosis","DATE","","","False","False"
"MHXGEN","MHDIAGYR","MHXGEN","Year of Diagnosis","NUMBER","12","0","False","False"
"MHXGEN","MHHX","MHXGEN","Category History","NUMBER","12","0","False","False"
"MHXGEN","MHTERM","MHXGEN","Medical History Description","CHAR","","","False","False"
"MHXGEN","ORIG_ENTRY","MHXGEN","Date of original data entry","DATE","","","True","False"
"MHXGEN","PAG_NAME","MHXGEN","Page Name","CHAR","12","","True","False"
"MHXGEN","PATNO","MHXGEN","Participant ID","NUMBER","18","0","True","False"
"MHXGEN","QUERY","MHXGEN","Any open/pending queries on this record","NUMBER","1","","False","False"
"MHXGEN","REC_ID","MHXGEN","Record ID","CHAR","36","","True","True"
"MHXGEN","RESDT","MHXGEN","Date of Resolution","DATE","","","False","False"
"MHXGEN","RESOLVD","MHXGEN","Resolved","NUMBER","1","","False","False"
"MHXGEN","RESYR","MHXGEN","Year of Resolution","NUMBER","12","0","False","False"
"MHXGEN","SEQNO","MHXGEN","Sequence Number","NUMBER","12","0","True","False"
"MOCA","","MOCA","Montreal Cognitive Assessment (MoCA)","","","","",""
"MOCA","CNO","MOCA","Site Number","NUMBER","12","0","True","False"
"MOCA","EVENT_ID","MOCA","Visit ID","CHAR","3","","True","False"
"MOCA","INFODT","MOCA","Assessment Date","DATE","","","True","False"
"MOCA","LAST_UPDATE","MOCA","Date of most recent update to record","DATE","","","True","False"
"MOCA","MCAABSTR","MOCA","Abstraction","NUMBER","12","0","False","False"
"MOCA","MCAALTTM","MOCA","Alternating Trail Making","NUMBER","12","0","False","False"
"MOCA","MCABDS","MOCA","Attention - Backward Digit Span","NUMBER","12","0","False","False"
"MOCA","MCACAMEL","MOCA","Naming - Camel","NUMBER","12","0","False","False"
"MOCA","MCACITY","MOCA","Orientation - City","NUMBER","12","0","False","False"
"MOCA","MCACLCKC","MOCA","Visuoconstructional Skills (Clock Cont)","NUMBER","12","0","False","False"
"MOCA","MCACLCKH","MOCA","Visuoconstructional Skills (Clock Hands)","NUMBER","12","0","False","False"
"MOCA","MCACLCKN","MOCA","Visuoconstructional Skills (Clock Num)","NUMBER","12","0","False","False"
"MOCA","MCACUBE","MOCA","Visuoconstructional Skills (Cube)","NUMBER","12","0","False","False"
"MOCA","MCADATE","MOCA","Orientation - Date","NUMBER","12","0","False","False"
"MOCA","MCADAY","MOCA","Orientation - Day","NUMBER","12","0","False","False"
"MOCA","MCAFDS","MOCA","Attention - Forward Digit Span","NUMBER","12","0","False","False"
"MOCA","MCALION","MOCA","Naming - Lion","NUMBER","12","0","False","False"
"MOCA","MCAMONTH","MOCA","Orientation - Month","NUMBER","12","0","False","False"
"MOCA","MCAPLACE","MOCA","Orientation - Place","NUMBER","12","0","False","False"
"MOCA","MCAREC1","MOCA","Delayed Recall - Face","NUMBER","12","0","False","False"
"MOCA","MCAREC2","MOCA","Delayed Recall - Velvet","NUMBER","12","0","False","False"
"MOCA","MCAREC3","MOCA","Delayed Recall - Church","NUMBER","12","0","False","False"
"MOCA","MCAREC4","MOCA","Delayed Recall - Daisy","NUMBER","12","0","False","False"
"MOCA","MCAREC5","MOCA","Delayed Recall - Red","NUMBER","12","0","False","False"
"MOCA","MCARHINO","MOCA","Naming - Rhino","NUMBER","12","0","False","False"
"MOCA","MCASER7","MOCA","Attention - Serial 7s","NUMBER","12","0","False","False"
"MOCA","MCASNTNC","MOCA","Sentence Repetition","NUMBER","12","0","False","False"
"MOCA","MCATOT","MOCA","MoCA Total Score","NUMBER","12","0","False","False"
"MOCA","MCAVF","MOCA","Verbal Fluency","NUMBER","12","0","False","False"
"MOCA","MCAVFNUM","MOCA","Verbal Fluency - Number of words","NUMBER","12","0","False","False"
"MOCA","MCAVIGIL","MOCA","Attention - Vigilance","NUMBER","12","0","False","False"
"MOCA","MCAYR","MOCA","Orientation - Year","NUMBER","12","0","False","False"
"MOCA","ORIG_ENTRY","MOCA","Date of original data entry","DATE","","","True","False"
"MOCA","PAG_NAME","MOCA","Page Name","CHAR","12","","True","False"
"MOCA","PATNO","MOCA","Participant ID","NUMBER","18","0","True","False"
"MOCA","QUERY","MOCA","Any open/pending queries on this record","NUMBER","1","","False","False"
"MOCA","REC_ID","MOCA","Record ID","CHAR","36","","True","True"
"MODBSTN","","MODBSTN","Modified Boston Naming Test","","","","",""
"MODBSTN","CNO","MODBSTN","Site Number","NUMBER","12","0","True","False"
"MODBSTN","EVENT_ID","MODBSTN","Visit ID","CHAR","3","","True","False"
"MODBSTN","INFODT","MODBSTN","Assessment Date","DATE","","","True","False"
"MODBSTN","LAST_UPDATE","MODBSTN","Date of most recent update to record","DATE","","","True","False"
"MODBSTN","MBSTNCRC","MODBSTN","Number of correct responses following a stimulus cue","NUMBER","12","0","False","False"
"MODBSTN","MBSTNCRR","MODBSTN","Modified Boston Naming Test Total Correct","NUMBER","12","0","False","False"
"MODBSTN","MBSTNSCR","MODBSTN","Number of spontaneously given correct responses","NUMBER","12","0","False","False"
"MODBSTN","MBSTNVRS","MODBSTN","Modified Boston Naming Test Version used","NUMBER","12","0","False","False"
"MODBSTN","ORIG_ENTRY","MODBSTN","Date of original data entry","DATE","","","True","False"
"MODBSTN","PAG_NAME","MODBSTN","Page Name","CHAR","12","","True","False"
"MODBSTN","PATNO","MODBSTN","Participant ID","NUMBER","18","0","True","False"
"MODBSTN","QUERY","MODBSTN","Any open/pending queries on this record","NUMBER","1","","False","False"
"MODBSTN","REC_ID","MODBSTN","Record ID","CHAR","36","","True","True"
"MODSEADL","","MODSEADL","Modified Schwab & England Activities of Daily Living","","","","",""
"MODSEADL","CNO","MODSEADL","Site Number","NUMBER","12","0","True","False"
"MODSEADL","EVENT_ID","MODSEADL","Visit ID","CHAR","3","","True","False"
"MODSEADL","INFODT","MODSEADL","Assessment Date","DATE","","","True","False"
"MODSEADL","LAST_UPDATE","MODSEADL","Date of most recent update to record","DATE","","","True","False"
"MODSEADL","MSEADLG","MODSEADL","Modified Schwab and England - Overall","NUMBER","12","0","False","False"
"MODSEADL","ORIG_ENTRY","MODSEADL","Date of original data entry","DATE","","","True","False"
"MODSEADL","PAG_NAME","MODSEADL","Page Name","CHAR","12","","True","False"
"MODSEADL","PATNO","MODSEADL","Participant ID","NUMBER","18","0","True","False"
"MODSEADL","QUERY","MODSEADL","Any open/pending queries on this record","NUMBER","1","","False","False"
"MODSEADL","REC_ID","MODSEADL","Record ID","CHAR","36","","True","True"
"MRI","","MRI","Magnetic Resonance Imaging (MRI)","","","","",""
"MRI","CNO","MRI","Site Number","NUMBER","12","0","True","False"
"MRI","EVENT_ID","MRI","Visit ID","CHAR","3","","True","False"
"MRI","INFODT","MRI","Assessment Date","DATE","","","True","False"
"MRI","LAST_UPDATE","MRI","Date of most recent update to record","DATE","","","True","False"
"MRI","MRICMPLT","MRI","Brain MRI was completed","NUMBER","1","","False","False"
"MRI","MRICMPLTCM","MRI","Brain MRI not completed comment","CHAR","","","False","False"
"MRI","MRIRSLT","","MRI results","CHAR","1","","",""
"MRI","MRIRSSDF","","MRI resting state seq-diff day PDmed use","CHAR","1","","",""
"MRI","MRIWDTI","","DTI MRI Scan","CHAR","1","","",""
"MRI","MRIWRSS","","MRI with resting state sequences","CHAR","1","","",""
"MRI","ONLDOPAG","MRI","Participant is on dopaminergic medication","NUMBER","1","","False","False"
"MRI","ORIG_ENTRY","MRI","Date of original data entry","DATE","","","True","False"
"MRI","PAG_NAME","MRI","Page Name","CHAR","12","","True","False"
